date,avgTemp,maxTemp,minTmep,rainFall,wind_velocity,avgHumid,Cloud,Sunlight,High_Q(10kg),Low_Q(10kg)
2016-06-27,24.4,29.5,19.9,,1.6,56,6.6,13.72,"37,600","32,733"
2016-06-28,24.7,29.7,20.4,,1.8,61,5,17.87,"37,613","32,747"
2016-06-29,25.3,30.2,20.9,,2.2,58,6.9,17.64,"37,667","32,800"
2016-06-30,24.6,26.9,23,0.2,2.8,78,9.5,7.45,"37,733","32,867"
2016-07-01,24,26.6,22,108.5,2.3,87,9.9,3.23,"37,760","32,893"
2016-07-02,23.5,27.7,20.6,4,2.4,81,8,13.17,"37,747","32,880"
2016-07-03,23.5,26.8,21.1,,1.6,70,6.5,12.08,"37,800","32,933"
2016-07-04,21.8,24.1,20.2,29.5,3,85,9.1,5.05,"37,813","32,947"
2016-07-05,23.1,24.8,20.2,100.5,2.8,94,10,2.17,"37,880","33,013"
2016-07-06,22.9,26.9,20.3,0,1.9,74,6.8,15.62,"37,987","33,120"
2016-07-07,24,28.5,20.1,0,1.3,72,7.5,15.11,"38,120","33,253"
2016-07-08,27.3,32.4,21.2,,1.8,67,0.1,24.24,"38,173","33,307"
2016-07-09,27.7,32.7,23.2,,2,65,3.1,24.33,"38,200","33,333"
2016-07-10,27.9,33.1,23.2,,1.8,64,7.3,20.7,"38,200","33,333"
2016-07-11,28.4,33.4,24.8,0,1.7,67,8.1,15.06,"38,347","33,467"
2016-07-12,26.3,30.9,22.1,3,2.1,66,7.3,17.79,"38,640","33,760"
2016-07-13,26.3,29.5,23.2,0,2.1,69,7.6,13.8,"38,347","33,547"
2016-07-14,27.5,32.4,24,0.1,2.1,67,5.8,16.79,"37,987","33,200"
2016-07-15,26.2,29.2,23.7,1.5,2.6,60,9.3,12.2,"37,733","32,960"
2016-07-16,20.8,23.8,19.8,46.5,3.5,93,10,3.68,"37,480","32,720"
2016-07-17,21.7,23.1,20.4,2.5,2.6,83,10,5,"37,253","32,507"
2016-07-18,24.4,28.4,20.7,0.2,1.5,75,5.9,14.65,"36,893","32,160"
2016-07-19,27.1,32.4,20.9,,1.5,66,3.6,20.48,"36,640","31,920"
2016-07-20,28.6,32.9,24,,1.9,63,5.4,15.58,"36,333","31,640"
2016-07-21,28.3,32.2,24.9,,2.2,61,6.8,15.16,"36,027","31,360"
2016-07-22,29.1,34.1,25.3,,2.2,64,6.5,17.51,"35,587","30,960"
2016-07-23,28.7,31.6,27.2,0.5,1.9,70,8.8,9.93,"35,173","30,587"
2016-07-24,28,30.1,27,0.5,2,78,9.6,6.61,"34,840","30,280"
2016-07-25,28.4,31.4,26.4,,1.9,75,6.6,9.71,"34,560","30,013"
2016-07-26,28.4,31.9,25.6,,2.6,69,6.8,13.94,"34,347","29,800"
2016-07-27,27.6,28.9,26.7,0.5,3.2,76,9.4,4.67,"34,333","29,773"
2016-07-28,28,30.5,26.7,0.2,2.8,71,6.3,17.82,"34,373","29,787"
2016-07-29,26.3,28.4,23.4,59.5,1.6,82,9.6,5.33,"34,347","29,733"
2016-07-30,28.6,33,26.4,0.5,2.1,74,5.9,15.27,"34,293","29,600"
2016-07-31,28.9,32.8,26.6,0.2,1.6,72,5.4,16.33,"34,640","29,813"
2016-08-01,28.4,32.4,25.8,,1.6,72,6.3,16.53,"35,040","30,133"
2016-08-02,27.2,31.1,25,2,1.2,73,7.6,9.03,"35,053","30,080"
2016-08-03,29.1,34.2,24,,1.6,65,4.1,19.2,"34,933","29,947"
2016-08-04,30.7,35.7,26,,1.6,60,1.1,15.8,"34,693","29,680"
2016-08-05,31.2,36,26.5,,1.8,60,1.9,17.78,"34,453","29,440"
2016-08-06,30.5,34,26.6,,1.7,65,1.9,13.56,"34,053","29,080"
2016-08-07,30.6,35,27,,1.9,56,0.9,20.68,"33,507","28,613"
2016-08-08,30.5,35.5,26.4,,1.8,63,2.5,18.34,"32,920","28,093"
2016-08-09,29.3,33.6,26.4,1,1.9,68,3.8,12.45,"32,507","27,747"
2016-08-10,29.4,34.8,26.1,,1.9,66,4.4,16.98,"31,973","27,307"
2016-08-11,30.5,36.4,26.1,,2,64,0.3,22.2,"31,587","27,013"
2016-08-12,30.4,35.9,26.4,,2,68,1.8,19.62,"31,360","26,840"
2016-08-13,30.2,35.1,26.8,,2.4,68,3,20.66,"31,267","26,773"
2016-08-14,28.9,31.8,27.3,0.2,1.9,74,5.3,11.38,"31,280","26,813"
2016-08-15,29.1,34,25.8,0,1.9,66,6.1,17.09,"31,440","26,973"
2016-08-16,29.3,34.9,26.2,0.5,1.6,65,4.5,12.39,"31,453","26,987"
2016-08-17,29.9,34.7,25.1,,1.9,60,3.3,17.75,"31,373","26,920"
2016-08-18,29.9,34.3,26.2,,1.6,62,7,11.68,"31,093","26,747"
2016-08-19,28.9,33.2,26.6,11.5,1.4,70,7.5,9.18,"30,507","26,200"
2016-08-20,30.1,34.9,26.5,,1.7,59,6.9,13.72,"29,933","25,667"
2016-08-21,30.7,36.6,26.9,0,2.1,58,4.4,17.95,"29,560","25,333"
2016-08-22,30.7,36.3,25.8,0.4,2.1,58,3.6,18.91,"29,413","25,213"
2016-08-23,28.3,33,26,8,2.1,69,5.1,10.1,"29,320","25,120"
2016-08-24,29.1,32.9,26.4,0,1.8,59,5.4,13.97,"29,200","25,000"
2016-08-25,27.1,32.2,24,4.5,1.9,70,7.4,11.54,"29,080","24,867"
2016-08-26,23,28.2,19.5,20,3.6,57,4.3,17.17,"28,900","24,693"
2016-08-27,23.4,29.7,16.9,0,3.1,43,4.9,20.97,"28,647","24,453"
2016-08-28,21,24.5,18.3,1.5,2.6,63,8.3,10.21,"28,380","24,200"
2016-08-29,22.2,27.1,17.4,,2,55,5.1,16.17,"28,127","23,960"
2016-08-30,20.6,24.5,17.9,0,3.3,60,6.1,12.02,"27,767","23,627"
2016-08-31,17.7,19.2,16.1,17.5,3.8,85,8.4,3.02,"27,387","23,253"
2016-09-01,23.2,28.6,15.8,,3.1,71,2.9,13.76,"27,093","22,947"
2016-09-02,24.2,29,20.6,4.5,2.7,69,6.5,16.79,"26,860","22,700"
2016-09-03,23.9,28.6,20.4,0.5,1.8,74,6.1,8.93,"26,647","22,473"
2016-09-04,25.6,29.6,22.1,,1.5,71,7.3,10.25,"26,607","22,460"
2016-09-05,26.4,31.1,23,,1.7,66,5.4,14.15,"26,800","22,640"
2016-09-06,24.7,29,21,,1.8,69,4.4,13.98,"26,923","22,750"
2016-09-07,24.3,28.6,20.9,,1.8,70,6.9,9.88,"27,092","22,905"
2016-09-08,23,26.5,21.5,4.5,1.3,76,8.1,8.27,"27,185","22,985"
2016-09-09,23.9,29.3,19.7,,1.8,71,4.4,15.29,"27,185","22,985"
2016-09-10,24.4,29.1,20,,1.6,65,6.3,12.96,"27,072","22,872"
2016-09-11,24.5,28.2,22.1,,1.7,66,7.1,9.83,"27,095","22,895"
2016-09-12,23.4,27.5,21.4,2.5,1.9,69,4.5,9.18,"27,027","22,827"
2016-09-13,24.6,30.8,19.6,,1.8,63,3.8,15.74,"26,907","22,707"
2016-09-14,24.6,28.9,21.4,,1.8,66,5,11.88,"26,813","22,627"
2016-09-15,23.9,29.5,18.8,,1.3,68,7.6,13.62,"26,707","22,533"
2016-09-16,24.6,29.5,20.4,,1.5,65,9.3,11.91,"26,423","22,270"
2016-09-17,23.1,28.2,18.5,7,2.9,65,4.9,13.53,"26,155","22,028"
2016-09-18,23.5,28.3,20.2,,3.1,53,5.4,15.29,"25,908","21,808"
2016-09-19,21.9,27.8,18.2,,3.5,53,1.4,16.12,"25,697","21,637"
2016-09-20,20.6,26.8,15.4,,3.1,41,1.1,19.23,"25,545","21,499"
2016-09-21,20.2,25.3,14.3,,2,43,5.6,15.52,"25,395","21,342"
2016-09-22,21.9,27.2,17.5,,1.8,46,3.9,15.24,"25,290","21,237"
2016-09-23,21.4,27.9,16.4,,1.6,58,2.6,14.3,"25,164","21,111"
2016-09-24,22.3,28.9,16.5,,1.6,61,3.3,14.56,"25,055","21,001"
2016-09-25,23,29.7,18.6,,1.2,58,6.8,12.66,"25,053","20,987"
2016-09-26,23.6,28.9,19.7,,1.8,59,5.4,11.48,"25,093","21,027"
2016-09-27,21,23.8,19.1,13.5,1.3,83,9.6,2.77,"25,133","21,053"
2016-09-28,19.9,21.8,18.7,0.5,1.3,85,10,3.59,"25,173","21,080"
2016-09-29,20.4,24.8,18.2,,3,64,8.4,12.55,"25,147","21,040"
2016-09-30,20.5,23.5,17.7,,1.6,67,8.8,7.66,"25,013","20,907"
2016-10-01,21.1,25.6,17.5,,1.2,69,7.8,10.06,"24,880","20,773"
2016-10-02,19,22.4,16.7,18.5,2.7,84,9.8,2.6,"24,760","20,707"
2016-10-03,22.7,27.9,19.6,6.5,2.7,73,4,14.52,"24,720","20,693"
2016-10-04,22,29,15.6,,2.4,59,0.9,16.86,"24,773","20,733"
2016-10-05,21.1,27.2,17.5,,3,62,3.4,11.59,"24,853","20,787"
2016-10-06,18,23.5,13.6,,2.6,59,2.8,15.52,"24,787","20,707"
2016-10-07,19.7,24.8,16.5,2,2.6,68,8.8,9.25,"24,520","20,520"
2016-10-08,16.8,21.8,10.3,6,2.9,66,5.5,12.09,"24,093","19,987"
2016-10-09,11.3,16.6,6.5,,2.9,46,3.3,16.46,"23,787","19,557"
2016-10-10,14,21.4,7.4,,1.6,43,4.4,15.29,"23,320","19,090"
2016-10-11,15.4,21.1,10,,1.8,62,6,11.48,"23,040","18,817"
2016-10-12,15.5,20.7,11.4,,2,57,3.3,13.98,"22,933","18,733"
2016-10-13,15.2,21.9,9.3,,1.4,44,3.8,13.22,"22,813","18,640"
2016-10-14,16.7,23.5,10.5,,1.3,62,0,11.82,"22,653","18,520"
2016-10-15,19.1,27.1,12.4,,1.3,61,4.1,12.6,"22,640","18,520"
2016-10-16,17.2,19.5,15.4,1.5,1.5,74,9.4,3.06,"22,640","18,520"
2016-10-17,17.5,21.7,14.5,,1.4,76,6.1,9.51,"22,627","18,507"
2016-10-18,17,24,11.2,,1.4,71,3,12.24,"22,653","18,533"
2016-10-19,18,24.3,14,,1.5,68,1.3,11.84,"22,680","18,573"
2016-10-20,18.6,25.8,12.9,,1.8,61,1.6,12.55,"22,667","18,587"
2016-10-21,17.9,22,15.7,,3,59,9.4,8.17,"22,627","18,587"
2016-10-22,18.3,22.8,14.5,,1.8,59,6.8,8.59,"22,573","18,573"
2016-10-23,13.3,17.8,10.6,2.5,4,66,9.4,2.33,"22,493","18,533"
2016-10-24,15.1,20.6,9,,2.4,55,5.6,13.55,"22,373","18,427"
2016-10-25,14.1,17.5,12.5,37,2.2,84,7.6,4.25,"22,253","18,320"
2016-10-26,13.3,16.3,10.5,0,1.4,81,5.4,5.48,"22,160","18,227"
2016-10-27,14.6,20.9,8.6,,1.9,65,6.5,9.88,"22,080","18,147"
2016-10-28,14.6,18.4,10.2,0.3,2.5,62,8.8,7.11,"22,000","18,067"
2016-10-29,7.8,11.2,3.5,,3,40,6.6,6.54,"22,000","18,067"
2016-10-30,7.9,15.1,1.6,,1.5,32,0.9,13.56,"22,000","18,067"
2016-10-31,5.7,8.2,0.7,0.5,2,60,7.4,2.14,"21,907","17,973"
2016-11-01,1.5,6.6,-2.4,,2.7,44,0,13.52,"21,813","17,880"
2016-11-02,4.1,10.5,-2.7,0.1,1.4,53,4.4,10.76,"21,720","17,787"
2016-11-03,9.1,14.1,4.2,0.2,1.6,63,4.9,9.91,"21,667","17,733"
2016-11-04,12.3,15.7,8.2,0,2.7,67,8.3,5.14,"21,640","17,693"
2016-11-05,15,18.1,12.2,0,2.2,77,7.3,5.09,"21,773","17,813"
2016-11-06,14,18.3,11.9,,3.4,59,7.5,8.91,"21,907","17,933"
2016-11-07,12.8,17.8,8.5,5.5,2.8,71,9,5.09,"22,040","18,053"
2016-11-08,4.1,8.4,0.4,0.5,3.5,58,2.4,10.89,"22,093","18,093"
2016-11-09,2.1,8.6,-3.2,,1.9,41,1.4,12.02,"22,120","18,120"
2016-11-10,6,9.8,1.5,0.4,2,56,9.5,3.87,"22,080","18,080"
2016-11-11,9.1,14.2,6.2,4,2.2,63,2,9.97,"22,000","17,987"
2016-11-12,11.4,16.7,5.1,,2.3,62,3.3,9.07,"21,920","17,893"
2016-11-13,14.4,18.1,12.1,0.5,1.7,75,7.3,6.62,"21,873","17,833"
2016-11-14,13.2,15.8,10.2,1.5,1.7,79,7.9,2.44,"21,820","17,767"
2016-11-15,5.2,10.2,2.5,,2.8,44,0,11.6,"21,727","17,660"
2016-11-16,5.2,12,0,,1.4,44,1.1,8.59,"21,673","17,607"
2016-11-17,9.1,16.5,4,,1.2,56,2,9.33,"21,593","17,527"
2016-11-18,10.3,14.6,4.9,0,1.9,58,5.6,6.39,"21,520","17,453"
2016-11-19,13,18.6,9.9,0,2.2,71,8.9,7.42,"21,427","17,373"
2016-11-20,9.8,15.3,6.4,,2.5,49,1.6,10.14,"21,373","17,333"
2016-11-21,9.5,14.6,5.1,,2.2,41,7.8,4.26,"21,347","17,320"
2016-11-22,2,8.4,-2.1,0.2,3.9,43,8.4,7.38,"21,347","17,333"
2016-11-23,-1.8,3.6,-4.8,,3,38,3.4,9.14,"21,387","17,387"
2016-11-24,-2.5,2.4,-6.2,,2.1,38,0,10.5,"21,453","17,453"
2016-11-25,1,6,-3.5,,1.5,44,4.3,8.31,"21,507","17,507"
2016-11-26,0.9,2.7,-0.7,2.8,2.3,70,7.5,1.68,"21,533","17,533"
2016-11-27,3.3,6.6,0.5,0,1.5,81,7.5,3.81,"21,560","17,560"
2016-11-28,1.4,5.6,-1.4,,2.5,58,0,9.47,"21,547","17,547"
2016-11-29,1.7,8.6,-2.8,,1.6,41,0.1,9.34,"21,547","17,547"
2016-11-30,6,9.8,0.7,1,2,60,8.9,4.37,"21,560","17,560"
2016-12-01,4.1,7,-1,,3.6,48,1.3,9.39,"21,573","17,573"
2016-12-02,1.6,7.9,-3.5,,1.8,48,0,9.82,"21,600","17,600"
2016-12-03,4.5,11.3,-0.7,,1.4,59,5.5,8.76,"21,687","17,673"
2016-12-04,5.5,9.5,2,,1.2,60,8.8,4.16,"21,830","17,798"
2016-12-05,5.9,10.3,0.5,1.5,3,69,7.9,4.3,"22,003","17,953"
2016-12-06,-1.1,4.3,-4.2,,2.5,39,0,9.97,"22,177","18,107"
2016-12-07,1.7,7.5,-2.7,0,2.3,58,3.9,5.96,"22,350","18,262"
2016-12-08,2.1,6.1,-3,3,1.7,70,6.1,5.28,"22,477","18,383"
2016-12-09,1.4,4.2,-2.9,3,2.8,66,3.9,8.5,"22,533","18,440"
2016-12-10,-1.6,3.6,-5.9,,1.9,48,0.1,9.45,"22,560","18,467"
2016-12-11,-1.1,6.4,-6.1,,1.2,43,0.4,9.58,"22,587","18,493"
2016-12-12,2.3,6.3,-3,,1.9,38,8,5.71,"22,600","18,507"
2016-12-13,3.4,8.8,-0.4,,2,54,4.6,6.64,"22,613","18,520"
2016-12-14,-1.4,-0.1,-2.3,0.1,2.7,68,7.3,2.98,"22,627","18,533"
2016-12-15,-5,-1.5,-7.6,,3,42,0,9.64,"22,613","18,520"
2016-12-16,-4.7,0,-9.8,,2.2,40,2,9.62,"22,640","18,547"
2016-12-17,2.7,8,-2.7,0,1.8,60,6.6,6.21,"22,667","18,573"
2016-12-18,4.9,8.1,2.7,,1.9,69,8.5,3.06,"22,680","18,587"
2016-12-19,7.2,12,4.3,0.1,2.5,66,6.9,5.32,"22,693","18,600"
2016-12-20,7.6,13.6,4.4,,1.2,71,2.4,7.86,"22,733","18,640"
2016-12-21,7.9,12.6,4.1,29,3.5,76,8.1,5.01,"22,733","18,640"
2016-12-22,5.5,11,1.5,23.5,3.5,90,9.8,1.37,"22,733","18,640"
2016-12-23,-2.5,1.5,-4.4,0.1,3.6,71,8.9,2.35,"22,733","18,640"
2016-12-24,-2.4,1.1,-4.3,,1.8,66,5.5,4.96,"22,707","18,613"
2016-12-25,1,6.4,-4.5,,1.7,70,4.8,7.54,"22,680","18,587"
2016-12-26,2.5,4.4,1.3,0,1.4,74,8.6,1.66,"22,653","18,560"
2016-12-27,-2.3,1.3,-6.3,0.5,3.5,55,2.8,9.29,"22,653","18,547"
2016-12-28,-3.7,2.6,-8.4,,1.8,49,1.9,9.22,"22,653","18,533"
2016-12-29,-4.2,-1.1,-7.2,0.3,2.8,53,1.5,9.67,"22,693","18,560"
2016-12-30,-3.9,1,-9.1,,1.3,51,3,6.79,"22,733","18,587"
2016-12-31,0.7,5.7,-3.6,0,1.5,65,6.6,5.28,"22,773","18,613"
2017-01-01,2.7,6.9,-1.6,,1.5,76,7,4.38,"22,787","18,627"
2017-01-02,5,9.2,1.8,0.3,2.1,78,7.6,5.11,"22,840","18,680"
2017-01-03,2,7.7,-2.3,,1.8,62,1.1,8.51,"22,893","18,733"
2017-01-04,3.9,8.9,1,,1.7,55,2.6,8.68,"23,040","18,853"
2017-01-05,3.8,7.3,-0.1,,3.1,52,8.4,4.27,"23,267","19,027"
2017-01-06,5.4,11.4,2.5,,2.4,59,4.1,7.04,"23,493","19,200"
2017-01-07,4.6,10.5,0,,1.4,65,3,7.45,"23,680","19,333"
2017-01-08,6.5,10.9,4,0,2.6,61,8.1,5.64,"23,880","19,453"
2017-01-09,1.5,4.3,-3.1,0,3.3,61,4.3,7.29,"24,067","19,587"
2017-01-10,-3.7,1.1,-7.4,,3.2,45,0.8,8.99,"24,173","19,667"
2017-01-11,-3.8,1.5,-9.4,,2.1,36,1.9,9.47,"24,227","19,707"
2017-01-12,-2.2,1,-6.1,0,3.1,43,2.1,9.62,"24,320","19,773"
2017-01-13,-6,-1.4,-8.6,0.6,2.9,47,1.8,8.18,"24,387","19,840"
2017-01-14,-8.4,-5.4,-10.5,,3.8,33,0,10.7,"24,373","19,827"
2017-01-15,-6.6,-0.9,-11.5,,2.3,35,0,10.76,"24,360","19,813"
2017-01-16,-3.8,4,-8.9,,1.4,38,0.1,10.41,"24,400","19,840"
2017-01-17,-2,3.4,-7.1,,1.5,47,4.4,7.58,"24,373","19,853"
2017-01-18,-0.5,2.8,-3,0,1.3,69,4,4.48,"24,360","19,880"
2017-01-19,-1.2,4.7,-4.9,,1.6,55,6.3,8.08,"24,373","19,933"
2017-01-20,-4.4,-1.4,-7.8,4,3,70,4.8,6.88,"24,387","19,987"
2017-01-21,-5.2,-0.9,-10,2.1,1.6,78,5.3,6.37,"24,387","20,053"
2017-01-22,-8.3,-3.3,-10.9,0,3.8,51,0,10.73,"24,413","20,107"
2017-01-23,-8.9,-4.1,-12.6,,2.2,48,0,10.81,"24,427","20,152"
2017-01-24,-7,-1.3,-11.6,,2,50,0,11.07,"24,387","20,144"
2017-01-25,-5.2,0.9,-10.2,,1.5,51,0,10.78,"24,347","20,136"
2017-01-26,-1.3,3.4,-7.9,0.3,2.2,64,6.9,7.06,"24,493","20,275"
2017-01-27,-2.6,3.1,-5.7,3,3.4,47,1.6,11.32,"24,680","20,427"
2017-01-28,-1.6,4.3,-8.2,,1.7,38,6.6,10.22,"24,827","20,547"
2017-01-29,0.8,2.5,-0.9,4.5,1.8,71,9.6,1.94,"24,960","20,653"
2017-01-30,-4.8,-0.9,-7.9,0.1,3.3,61,2.9,11.49,"25,173","20,840"
2017-01-31,-5.4,0.2,-9.9,,1.7,45,3.1,10.8,"25,213","20,867"
2017-02-01,-4,0.7,-7.5,,2.5,45,1.4,12.02,"25,240","20,907"
2017-02-02,-2.7,3.3,-9.2,,2.7,53,1.3,12.2,"25,320","21,000"
2017-02-03,1.5,6.7,-2.3,,1.5,65,2.3,10.33,"25,480","21,173"
2017-02-04,0.9,3.2,-2.9,,1.6,69,7,3.59,"25,560","21,267"
2017-02-05,1.2,2.3,-1.5,0.5,2.1,75,7.3,2.44,"25,640","21,360"
2017-02-06,-1.7,2.6,-4.4,,3,51,0,12.49,"25,693","21,427"
2017-02-07,-2,3,-5.6,,1.5,45,5.3,7.68,"25,760","21,480"
2017-02-08,-2.2,0.6,-4.9,,2,50,6.8,5.84,"25,827","21,573"
2017-02-09,-5.3,-2.1,-7.1,,3.8,47,1.5,11.31,"25,893","21,667"
2017-02-10,-6.6,-2.5,-9.3,,4.1,44,0.9,13.12,"25,933","21,733"
2017-02-11,-4.8,0.8,-9.2,,2.8,45,0.3,13.41,"26,000","21,827"
2017-02-12,-2.2,4.2,-7.4,,2.1,51,0,13.67,"26,080","21,947"
2017-02-13,0.1,6.1,-5.4,,1.6,60,4.3,9.32,"26,120","21,987"
2017-02-14,0.3,6.5,-4,,2.5,46,0,13.79,"26,160","22,027"
2017-02-15,1.8,8,-3.9,,1.4,52,0,11.14,"26,227","22,093"
2017-02-16,5.5,10.3,-1.9,0,2,64,5.8,5.08,"26,240","22,107"
2017-02-17,0.8,9,-5.2,4,3.9,57,3.1,14.39,"26,213","22,080"
2017-02-18,-2.6,2.9,-7,,2.8,49,0.6,14.56,"26,120","21,987"
2017-02-19,2.3,5.7,-3.4,1,1.9,68,7,5.12,"26,027","21,893"
2017-02-20,-1.5,5.4,-5.2,0.5,4.2,54,2.5,14.19,"25,947","21,813"
2017-02-21,-0.6,6.9,-7.6,,1.6,37,4.5,14.09,"25,920","21,787"
2017-02-22,1.7,2.9,-0.9,5.1,2.7,71,9.9,2.21,"25,893","21,760"
2017-02-23,-1.5,2.1,-4.2,,3.8,56,1.1,15.33,"26,000","21,840"
2017-02-24,-0.8,4.4,-5.8,,2.2,51,2.1,14.28,"26,160","21,960"
2017-02-25,2.6,8.4,-2.8,,2.3,64,1.8,15.11,"26,360","22,133"
2017-02-26,3.6,10.1,-1.5,,2.1,53,0.1,14.97,"26,493","22,240"
2017-02-27,3.7,10.7,-1.8,,1.8,37,0,15.89,"26,560","22,280"
2017-02-28,5.6,12.3,-1.3,,2,42,2.1,14.29,"26,547","22,267"
2017-03-01,5,11.4,2,5,1.8,65,9.8,6.72,"26,547","22,280"
2017-03-02,1.8,6.6,-1.1,0.5,3.1,60,4.1,15.81,"26,507","22,227"
2017-03-03,3.3,10.4,-3.1,,2.1,54,1.3,15.05,"26,573","22,280"
2017-03-04,5.7,12.7,0.1,,1.6,60,0.1,15.33,"26,640","22,333"
2017-03-05,5.2,10.4,1.2,0.5,2.1,72,6.1,10.86,"26,707","22,387"
2017-03-06,0.1,4,-2.8,,4,41,0.5,17.51,"26,773","22,440"
2017-03-07,-1.3,2.9,-4,0,3.9,38,1,17.54,"26,827","22,493"
2017-03-08,-0.1,5,-5.3,0,3.1,51,2.8,13.6,"26,880","22,547"
2017-03-09,3.2,10.7,-2.7,,3.1,47,0.8,15.76,"26,987","22,667"
2017-03-10,4.8,12.2,-1.2,,2.2,37,0.1,17.26,"27,000","22,693"
2017-03-11,7.3,16.7,-0.2,,1.8,37,3,16.7,"27,013","22,720"
2017-03-12,8.2,14,4.4,0,2,58,9,8.84,"27,027","22,747"
2017-03-13,6.9,12.2,1.5,,2.5,50,3.4,16.79,"26,960","22,693"
2017-03-14,5.8,10.9,1,,3.2,38,0.5,17.81,"26,880","22,613"
2017-03-15,6.3,13.3,0.4,,2.1,35,0.1,17.71,"26,840","22,573"
2017-03-16,6.2,13.4,1,,1.9,42,3,16.57,"26,773","22,507"
2017-03-17,7.7,15.7,1.2,,2,43,1.9,16.6,"26,707","22,440"
2017-03-18,9.5,16.1,5.9,,2.3,34,3.5,15.94,"26,747","22,480"
2017-03-19,10.9,18.9,3.2,,1.6,36,0.3,17.09,"26,773","22,480"
2017-03-20,10.2,15.5,6,,1.8,40,8.3,6.43,"26,773","22,467"
2017-03-21,7.4,12.6,4.3,,3.1,48,2,14.74,"26,773","22,467"
2017-03-22,7.6,14.1,1.9,,2.5,33,4.8,18.17,"26,760","22,467"
2017-03-23,9.1,15,5.1,,2.2,34,4.6,15.76,"26,667","22,400"
2017-03-24,8.7,15.2,3.9,,2.1,41,6.8,14.18,"26,520","22,307"
2017-03-25,8.1,12.6,5,,2.1,41,6,12.08,"26,400","22,227"
2017-03-26,7.3,11.6,4.8,,2.2,53,7.1,12.83,"26,307","22,160"
2017-03-27,6.1,10.9,4.4,0.4,2.5,67,6,8.45,"26,227","22,093"
2017-03-28,7.1,12.7,2.5,,1.9,60,6.4,13.18,"26,200","22,067"
2017-03-29,8.8,14.4,4.7,,2.3,55,4.3,17.57,"26,240","22,107"
2017-03-30,10.6,17.1,4.1,,1.9,50,4.9,17.17,"26,267","22,160"
2017-03-31,8.6,12.4,4.9,1.5,2.4,71,8.3,4.85,"26,347","22,240"
2017-04-01,9,15.1,4.8,1,2.1,61,4.8,15.86,"26,333","22,253"
2017-04-02,9,15.8,3.1,,2.1,53,0.9,19.44,"26,373","22,327"
2017-04-03,11.4,19.2,4.3,,2.1,46,0,20.1,"26,413","22,380"
2017-04-04,14.1,21.8,6.7,,2,35,4,18.32,"26,493","22,447"
2017-04-05,12,14.2,10.8,37.5,2.4,66,9.9,3.29,"26,493","22,460"
2017-04-06,10.4,12.4,9.4,3,2.4,90,9.6,4.66,"26,493","22,473"
2017-04-07,14.5,23.5,9,,2.1,68,6.8,18.39,"26,440","22,427"
2017-04-08,13,19.9,8.6,0.5,2.5,75,8.3,16.31,"26,347","22,347"
2017-04-09,14.8,20.5,10.6,0.5,2.8,60,8,16.96,"26,200","22,200"
2017-04-10,16.5,23.3,10.1,,2.8,26,5.5,22.11,"26,067","22,107"
2017-04-11,15.3,20.2,11.5,,3.2,37,5.3,18.42,"26,027","22,133"
2017-04-12,11.5,16.4,8.8,,3.7,22,1.9,21.62,"25,920","22,053"
2017-04-13,12.7,19.6,6.3,0,2.5,54,3,16.62,"25,840","21,973"
2017-04-14,13,17.7,10.1,6,3.5,58,6.9,8.26,"25,800","21,907"
2017-04-15,16.8,24.3,10.9,,2.2,59,3.3,20.01,"25,827","21,840"
2017-04-16,18.7,24.4,12.9,,1.4,53,8.1,,"25,893","21,827"
2017-04-17,14.7,18,11.2,5.5,2.2,67,8.3,4.44,"26,040","21,973"
2017-04-18,11.7,17.4,9.4,7.5,2.5,77,5.3,6.2,"26,160","22,080"
2017-04-19,12.6,18.4,7,,2.9,43,2,23.08,"26,280","22,187"
2017-04-20,12.9,18.2,9.9,0.1,2.3,45,7.4,10.27,"26,347","22,240"
2017-04-21,13.1,19.3,7.6,,2,57,3.1,18.12,"26,373","22,253"
2017-04-22,14.8,22.5,8.5,,2.1,48,0.5,21.83,"26,453","22,320"
2017-04-23,14.9,21.7,8.9,,2.4,40,0.1,23.55,"26,547","22,440"
2017-04-24,15.1,21.3,8.3,,2.7,39,4.8,21.56,"26,640","22,560"
2017-04-25,16,20.4,12.9,,2.7,57,7.9,,"26,747","22,693"
2017-04-26,15.1,20.2,10.5,,3.3,36,2,25.55,"26,880","22,853"
2017-04-27,13.6,19.8,7.9,,3.3,42,0.4,24.94,"27,013","23,013"
2017-04-28,14.4,21.5,8.9,,3,57,3.3,22.59,"27,107","23,107"
2017-04-29,17.1,23.7,9.6,,2.7,44,0,24.45,"27,200","23,200"
2017-04-30,19.3,27.8,13.7,,2.6,58,0,21.96,"27,307","23,307"
2017-05-01,20.1,28.3,12.8,,1.9,51,0,24.3,"27,387","23,387"
2017-05-02,20.7,28,15.2,,2.1,42,3.1,20.21,"27,480","23,467"
2017-05-03,21.5,30.2,14.5,,2,34,0,24.05,"27,573","23,547"
2017-05-04,21,27.5,14.8,,2,44,7.4,17.89,"27,720","23,680"
2017-05-05,20.9,27,15.5,,3.2,53,5.1,23.38,"27,800","23,747"
2017-05-06,14.9,19.3,10,,3.8,32,0.9,25.23,"27,900","23,827"
2017-05-07,16.6,22.8,10.9,,3.2,43,0.5,25.9,"27,927","23,840"
2017-05-08,17.9,23.5,11.1,,2.1,44,7.3,16.92,"27,953","23,853"
